packet_count,avg_packet_size,min_packet_size,max_packet_size,size_range,avg_inter_arrival_sec,duration_sec,bytes_per_sec,traffic_type,synthetic
69,128.54,124.56,139.63,15.07,0.077055,11.392,778.56,dns_like_burst,True
123,129.34,83.87,181.09,97.22,0.694963,12.585,1264.09,interactive_ssh,True
509,1358.3,1345.52,1376.19,30.67,0.00053,51.555,13410.5,bulk_transfer,True
1169,1164.31,1154.83,1174.7,19.86,0.029453,42.44,32070.33,video_streaming,True
116,138.33,136.37,147.27,10.9,0.599571,40.706,394.2,interactive_ssh,True
71,78.09,66.12,91.49,25.37,0.149852,4.343,1276.64,dns_like_burst,True
32,133.28,124.71,147.67,22.96,0.0942,9.324,457.42,dns_like_burst,True
68,114.32,99.21,153.02,53.81,0.178082,2.447,3177.17,dns_like_burst,True
30,108.58,94.03,120.0,25.97,0.134966,8.721,373.51,dns_like_burst,True
456,347.58,326.28,381.75,55.47,1.291958,19.875,7974.54,web_browsing,True
2574,1140.69,1109.69,1172.53,62.84,0.044861,37.581,78128.66,video_streaming,True
23,136.78,112.79,137.57,24.77,0.110797,8.985,350.13,dns_like_burst,True
478,1263.31,1229.26,1308.1,78.84,0.023094,42.137,14330.8,video_streaming,True
1543,1168.41,1143.61,1230.43,86.81,0.046834,15.484,116430.49,video_streaming,True
878,1236.27,1202.37,1332.32,129.96,0.039581,37.901,28639.02,video_streaming,True
1546,1439.28,1434.99,1459.03,24.04,0.002411,46.034,48336.74,bulk_transfer,True
147,505.01,448.86,646.61,197.75,0.495614,11.797,6292.65,web_browsing,True
96,116.66,98.56,129.58,31.03,0.15557,12.805,874.57,dns_like_burst,True
74,776.2,728.95,843.64,114.69,0.82239,35.709,1608.53,web_browsing,True
96,72.83,61.31,75.79,14.47,0.047637,5.94,1177.08,dns_like_burst,True
1440,1383.91,1378.63,1421.26,42.63,0.002042,23.109,86237.33,bulk_transfer,True
310,1135.8,1122.39,1166.99,44.6,0.039528,37.533,9381.04,video_streaming,True
1552,1361.99,1343.91,1377.23,33.33,0.000998,54.451,38820.71,bulk_transfer,True
460,1353.22,1345.2,1384.09,38.89,0.001683,39.359,15815.59,bulk_transfer,True
149,101.38,87.97,145.97,58.0,0.676892,19.615,770.07,interactive_ssh,True
43,128.94,119.05,170.6,51.55,1.285334,24.417,227.08,interactive_ssh,True
219,618.42,594.78,808.26,213.47,1.248665,14.86,9114.05,web_browsing,True
181,88.03,40.25,100.01,59.76,1.631714,47.649,334.38,interactive_ssh,True
311,1371.29,1363.11,1372.64,9.53,0.00063,13.007,32788.54,bulk_transfer,True
66,91.0,55.92,99.28,43.36,0.092773,6.901,870.33,dns_like_burst,True
1736,1255.62,1247.68,1425.9,178.22,0.029957,43.626,49965.06,video_streaming,True
98,330.95,270.47,366.84,96.38,0.124511,15.137,2142.61,web_browsing,True
28,80.97,80.41,90.46,10.05,0.02902,4.217,537.65,dns_like_burst,True
70,88.81,69.53,109.51,39.98,0.143665,7.369,843.56,dns_like_burst,True
62,96.21,75.35,111.18,35.83,0.11907,13.438,443.89,dns_like_burst,True
335,367.72,20,383.42,363.42,1.062554,14.571,8454.21,web_browsing,True
1171,1353.03,1329.81,1367.6,37.8,0.002417,12.032,131676.66,bulk_transfer,True
74,123.09,111.89,152.91,41.02,0.026709,5.751,1583.76,dns_like_burst,True
54,135.5,109.58,157.46,47.88,0.13453,13.714,533.53,dns_like_burst,True
615,1214.21,1144.2,1221.03,76.83,0.043926,24.704,30227.79,video_streaming,True
30,76.61,69.29,85.87,16.59,0.601742,12.334,186.33,interactive_ssh,True
1576,1359.95,1356.44,1376.99,20.55,0.002272,24.277,88283.91,bulk_transfer,True
57,79.54,46.15,97.98,51.83,0.058174,2.75,1648.5,dns_like_burst,True
185,110.54,101.94,173.98,72.04,1.820116,48.702,419.89,interactive_ssh,True
20,128.03,103.15,148.79,45.64,0.154643,4.279,598.38,dns_like_burst,True
2793,1109.08,1054.61,1180.05,125.44,0.020907,27.3,113466.15,video_streaming,True
115,64.42,54.6,86.01,31.41,1.904606,43.984,168.43,interactive_ssh,True
445,459.36,242.72,545.56,302.84,1.46222,31.168,6558.6,web_browsing,True
443,415.22,375.84,436.5,60.66,1.056028,31.858,5773.82,web_browsing,True
60,137.93,119.94,144.03,24.09,0.086134,12.901,641.49,dns_like_burst,True
1079,1216.67,1183.68,1234.82,51.14,0.033219,59.436,22087.46,video_streaming,True
1206,1272.43,1271.85,1299.23,27.38,0.031231,26.319,58305.15,video_streaming,True
1447,1448.02,1436.51,1458.56,22.05,0.002393,17.599,119055.3,bulk_transfer,True
54,93.47,71.64,126.97,55.33,0.103673,2.201,2293.33,dns_like_burst,True
367,667.68,619.3,847.57,228.27,1.088303,28.151,8704.61,web_browsing,True
92,65.81,60.37,153.49,93.11,1.653856,40.1,150.98,interactive_ssh,True
1730,1130.16,1095.35,1250.99,155.64,0.036856,33.224,58848.13,video_streaming,True
366,865.65,646.34,949.72,303.38,0.453705,15.519,20415.77,web_browsing,True
206,512.19,402.65,555.63,152.98,0.440726,7.445,14171.47,web_browsing,True
878,1401.74,1390.99,1438.37,47.38,0.000782,55.927,22005.86,bulk_transfer,True
1320,1382.35,1352.04,1389.02,36.98,0.001045,19.148,95295.41,bulk_transfer,True
190,481.63,475.02,566.22,91.2,0.948998,39.25,2331.48,web_browsing,True
87,110.28,89.2,150.37,61.17,1.335805,34.219,280.4,interactive_ssh,True
1724,1204.41,1162.44,1210.62,48.18,0.015684,56.73,36601.59,video_streaming,True
51,84.3,44.96,103.9,58.93,0.012032,2.617,1643.03,dns_like_burst,True
88,128.01,126.32,136.53,10.21,0.189809,7.512,1499.67,dns_like_burst,True
152,141.03,118.0,151.83,33.83,1.481735,48.909,438.29,interactive_ssh,True
254,534.18,386.57,577.54,190.97,1.033396,35.862,3783.41,web_browsing,True
191,168.2,113.91,185.27,71.37,0.945566,34.723,925.2,interactive_ssh,True
364,712.13,621.63,943.39,321.76,1.154386,13.697,18924.71,web_browsing,True
116,80.25,75.95,99.56,23.61,1.296082,41.816,222.62,interactive_ssh,True
97,123.94,109.93,152.39,42.46,0.077231,4.202,2860.81,dns_like_burst,True
2559,1122.59,1090.89,1173.51,82.62,0.011436,16.783,171172.7,video_streaming,True
168,77.13,70.03,145.99,75.96,1.019666,17.634,734.82,interactive_ssh,True
450,772.49,768.88,1058.84,289.96,0.424922,11.93,29137.1,web_browsing,True
210,1359.09,1355.67,1366.71,11.05,0.001967,29.699,9610.04,bulk_transfer,True
75,119.75,114.19,124.32,10.13,0.011672,14.428,622.51,dns_like_burst,True
174,172.46,169.33,202.53,33.2,1.855255,12.2,2459.64,interactive_ssh,True
1355,1241.24,1182.25,1263.57,81.33,0.044727,56.574,29729.16,video_streaming,True
1911,1295.19,1286.12,1382.8,96.68,0.043048,18.24,135697.96,video_streaming,True
86,117.34,114.57,118.18,3.6,0.022971,4.981,2026.07,dns_like_burst,True
438,739.61,644.06,1056.92,412.86,1.272063,30.083,10768.38,web_browsing,True
319,767.56,557.85,904.19,346.34,0.990945,11.966,20461.56,web_browsing,True
1273,1224.55,1117.8,1240.35,122.54,0.020115,40.029,38943.02,video_streaming,True
422,651.21,636.5,665.21,28.71,1.262437,32.511,8452.7,web_browsing,True
2043,1228.54,1170.7,1412.59,241.89,0.018664,40.629,61777.04,video_streaming,True
97,148.98,103.47,167.02,63.55,0.82837,50.074,288.59,interactive_ssh,True
2304,1145.4,1073.07,1164.87,91.79,0.037869,48.101,54863.21,video_streaming,True
280,1350.14,1336.42,1363.96,27.54,0.000594,45.751,8262.94,bulk_transfer,True
1987,1257.32,1153.7,1278.6,124.9,0.015923,38.013,65722.21,video_streaming,True
476,1139.29,1038.12,1170.66,132.55,0.048077,27.024,20067.15,video_streaming,True
439,528.46,518.55,634.83,116.27,0.371501,12.666,18316.85,web_browsing,True
222,776.85,501.3,818.29,316.99,0.279638,8.81,19574.89,web_browsing,True
394,817.13,579.33,832.21,252.88,0.757392,35.822,8987.55,web_browsing,True
14,84.33,66.56,103.06,36.51,0.121475,4.777,247.15,dns_like_burst,True
